player,shirtnumber,nation,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,started,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,team,opponent,gameweek,season,position_1,position_2,position_3
Antony,21,br BRA,23,83,0,0,0,0,1,0,0,0,44,1,3,3,0.0,0.0,0.0,0,0,17,28,60.7,1,28,3,6,2,1.0,185,29,12,18,66.7,3,5,60.0,0,0,,0.0,0,0,0,0,27,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,2,50.0,1,0,3,4,0,0,2,11,23,11,1,44,33.3,3,50.0,177,102,1,1,1,0,27,8,0,1,2,0,0,0,0,7,0,2,0.0,False,Manchester Utd Player Stats,Arsenal Player Stats,4.0,2023-2024,RW,,
Alejandro Garnacho,17,ar ARG,19,7,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,0.0,7,5,1,1,100.0,0,0,,0,0,,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,2,,0,,10,10,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,,False,Manchester Utd Player Stats,Arsenal Player Stats,4.0,2023-2024,RW,,
Bruno Fernandes,8,pt POR,28,90,0,0,0,0,0,0,0,0,54,3,1,2,0.0,0.0,0.2,4,0,31,43,72.1,4,27,1,0,0,1.0,606,180,15,16,93.8,9,12,75.0,6,11,54.5,0.1,4,2,1,0,36,7,2,0,1,2,0,3,1,1,0,0,1,1,1,1,1,1,3,33.3,2,0,2,4,3,0,6,13,27,15,2,54,,0,,123,66,2,0,2,1,27,1,0,1,0,0,0,0,0,7,0,0,,False,Manchester Utd Player Stats,Arsenal Player Stats,4.0,2023-2024,AM,,
Christian Eriksen,14,dk DEN,31,90,0,1,0,0,1,0,0,0,66,2,1,5,0.1,0.1,0.3,4,2,53,57,93.0,4,39,0,0,0,1.0,945,205,28,29,96.6,21,23,91.3,4,5,80.0,0.0,2,4,0,0,57,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,5,40.0,3,2,3,3,0,0,2,19,44,4,0,66,,0,,164,78,0,0,1,1,47,1,0,1,0,0,0,0,0,7,0,1,0.0,False,Manchester Utd Player Stats,Arsenal Player Stats,4.0,2023-2024,DM,,
Casemiro,18,br BRA,31,90,0,0,0,0,0,0,0,0,71,1,0,4,0.0,0.0,0.0,0,0,54,63,85.7,4,47,1,1,0,1.0,848,297,31,33,93.9,18,19,94.7,4,7,57.1,0.0,0,6,1,0,61,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,4,25.0,3,1,3,1,2,0,5,27,39,6,1,71,0.0,1,100.0,203,89,1,0,1,0,54,0,0,0,1,0,0,0,0,4,3,1,75.0,False,Manchester Utd Player Stats,Arsenal Player Stats,4.0,2023-2024,DM,,
Diogo Dalot,20,pt POR,24,90,0,0,0,0,1,0,0,0,32,1,2,0,0.0,0.0,0.0,1,0,14,21,66.7,0,14,2,1,0,1.0,246,51,7,9,77.8,3,6,50.0,3,4,75.0,0.0,0,1,0,0,16,5,1,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,2,50.0,1,0,0,3,8,0,8,18,7,8,2,32,0.0,0,0.0,80,48,0,1,1,0,10,1,0,1,1,0,0,0,0,6,2,1,66.7,False,Manchester Utd Player Stats,Arsenal Player Stats,4.0,2023-2024,LB,,
Lisandro Martinez,6,ar ARG,25,66,0,0,0,0,0,0,1,0,48,1,0,3,0.0,0.0,0.0,0,0,40,42,95.2,2,31,0,0,0,1.0,692,126,16,16,100.0,22,23,95.7,2,3,66.7,0.0,0,0,0,0,39,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,2,1,1,2,0,6,24,24,0,0,48,,0,,160,96,0,0,0,0,36,0,0,0,1,0,0,0,0,1,0,1,0.0,False,Manchester Utd Player Stats,Arsenal Player Stats,4.0,2023-2024,CB,,
Harry Maguire,5,eng ENG,30,24,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,1,0,13,17,76.5,2,12,0,0,0,0.0,396,162,1,2,50.0,7,8,87.5,5,7,71.4,0.0,0,2,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,7,9,1,0,17,,0,,53,33,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,1,50.0,False,Manchester Utd Player Stats,Arsenal Player Stats,4.0,2023-2024,CB,,
Victor Lindelof,2,se SWE,29,83,0,0,0,0,0,0,1,0,72,0,0,3,0.0,0.0,0.0,0,0,67,69,97.1,0,49,0,0,0,1.0,1061,241,30,30,100.0,35,35,100.0,1,2,50.0,0.0,0,1,0,0,63,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1,0,0,0,7,45,27,0,0,72,,0,,224,93,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,1,0.0,False,Manchester Utd Player Stats,Arsenal Player Stats,4.0,2023-2024,CB,,
Jonny Evans,35,nir NIR,35,7,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,0.0,38,12,1,1,100.0,1,1,100.0,0,0,,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,50.0,1,0,0,1,2,0,4,6,0,0,0,6,,0,,6,6,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,100.0,False,Manchester Utd Player Stats,Arsenal Player Stats,4.0,2023-2024,CB,,
Aaron Wan-Bissaka,29,eng ENG,25,90,0,0,0,0,0,0,0,0,72,5,1,0,0.0,0.0,0.0,0,0,44,54,81.5,2,30,2,0,0,1.0,624,168,25,30,83.3,15,16,93.8,3,4,75.0,0.0,0,1,0,0,43,11,2,0,0,0,9,0,0,0,0,0,2,3,4,1,0,3,4,75.0,1,0,0,6,11,0,7,38,28,6,0,72,,0,,128,62,0,0,0,0,35,0,0,0,1,0,0,0,0,2,2,0,100.0,False,Manchester Utd Player Stats,Arsenal Player Stats,4.0,2023-2024,RB,,
Andre Onana,24,cm CMR,27,90,0,0,0,0,0,0,1,0,54,0,0,0,0.0,0.0,0.0,0,0,43,53,81.1,0,45,0,0,0,1.0,908,662,17,17,100.0,19,20,95.0,7,16,43.8,0.0,0,2,0,0,50,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,36,53,1,0,0,54,,0,,237,191,0,0,0,0,44,0,0,0,0,0,0,0,0,3,1,0,100.0,False,Manchester Utd Player Stats,Arsenal Player Stats,4.0,2023-2024,GK,,
Matheus Cunha,12,br BRA,24,60,0,0,0,0,2,1,0,0,24,1,0,0,0.1,0.1,0.0,2,0,11,14,78.6,0,18,3,6,3,1.0,132,34,8,10,80.0,3,4,75.0,0,0,,0.1,0,0,0,0,12,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,1,0,0,0,2,12,12,5,24,50.0,2,33.3,126,65,3,1,2,1,16,5,0,0,1,0,0,0,0,3,1,1,50.0,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,FW,,
Fabio Silva,9,pt POR,21,30,0,0,0,0,0,0,0,0,18,1,0,1,0.0,0.0,0.0,0,0,7,9,77.8,1,10,1,2,0,0.0,105,8,5,5,100.0,2,4,50.0,0,0,,0.0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,1,1,0,0,0,2,9,8,0,18,0.0,2,100.0,36,24,1,0,4,0,10,2,0,0,0,1,0,0,0,2,2,2,50.0,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,FW,,
Pedro Neto,7,pt POR,23,90,0,1,0,0,1,0,0,0,39,1,1,1,0.0,0.0,0.2,7,2,25,32,78.1,1,31,6,6,4,1.0,423,166,14,17,82.4,8,11,72.7,3,4,75.0,0.7,4,1,1,0,27,5,1,0,0,6,0,4,2,2,0,0,0,1,1,0,0,1,1,100.0,0,1,0,2,0,0,0,6,16,19,7,39,66.7,2,33.3,268,131,3,5,2,1,26,10,0,2,0,0,0,0,0,6,0,0,,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,LW,,
Hwang Hee-chan,11,kr KOR,27,59,1,0,0,0,1,1,0,0,24,0,0,0,0.1,0.1,0.0,1,0,15,18,83.3,2,19,1,3,0,1.0,194,35,8,9,88.9,6,7,85.7,0,0,,0.0,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,2,13,9,2,24,0.0,3,100.0,89,30,0,0,2,0,19,0,0,0,1,0,0,0,0,3,0,1,0.0,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,RW,,
Matt Doherty,2,ie IRL,31,31,0,0,0,0,1,0,0,0,17,0,0,1,0.1,0.1,0.1,1,0,9,12,75.0,1,13,0,2,1,0.0,122,53,3,3,100.0,3,4,75.0,1,1,100.0,0.0,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,1,0,2,0,2,6,4,7,2,17,50.0,1,50.0,41,19,0,0,0,0,11,2,0,0,0,0,0,0,0,1,0,1,0.0,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,RW,,
Jean-Ricner Bellegarde,27,fr FRA,25,76,0,0,0,0,1,0,0,0,33,1,0,1,0.0,0.0,0.0,3,0,17,21,81.0,4,22,4,5,2,1.0,268,63,9,10,90.0,8,9,88.9,0,0,,0.0,1,2,0,0,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,100.0,0,0,1,1,1,0,2,5,18,11,3,33,40.0,3,60.0,207,136,3,1,2,0,20,0,0,1,0,0,0,0,0,3,1,2,33.3,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,AM,,
Tommy Doyle,20,eng ENG,21,14,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,16,19,84.2,3,15,0,0,0,0.0,316,67,7,8,87.5,8,9,88.9,1,2,50.0,0.0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,17,0,0,19,,0,,50,19,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,0,,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,DM,,
Mario Lemina,5,ga GAB,30,77,0,0,0,0,1,0,0,0,39,5,2,1,0.0,0.0,0.0,0,0,23,29,79.3,3,22,0,0,0,1.0,467,177,7,8,87.5,14,16,87.5,2,4,50.0,0.0,0,1,0,0,27,2,0,1,0,1,1,0,0,0,0,0,0,4,4,1,0,1,3,33.3,2,0,1,7,1,0,4,17,15,7,2,39,,0,,61,27,0,0,1,0,15,1,0,1,0,0,0,0,0,9,1,1,50.0,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,DM,,
Boubacar Traore,6,ml MLI,22,13,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,6,6,100.0,0,6,0,0,0,0.0,87,24,4,4,100.0,2,2,100.0,0,0,,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,3,3,1,0,7,,0,,16,1,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,DM,,
Joao Gomes,8,br BRA,22,90,0,0,0,0,1,0,0,0,49,6,2,2,0.0,0.0,0.1,1,0,30,34,88.2,1,27,1,2,1,1.0,443,84,18,18,100.0,9,11,81.8,1,1,100.0,0.0,2,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,2,5,1,5,0,3,5,60.0,2,0,2,8,2,0,0,10,29,10,1,49,50.0,1,50.0,115,39,1,0,1,1,28,1,0,1,0,0,0,0,0,5,0,1,0.0,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,DM,AM,
Rayan Ait Nouri,3,dz ALG,22,64,0,0,0,0,0,0,0,0,40,2,2,1,0.0,0.0,0.0,0,0,21,28,75.0,4,25,1,2,1,1.0,413,107,7,7,100.0,13,18,72.2,1,3,33.3,0.1,0,1,1,0,24,4,0,0,1,1,4,0,0,0,0,0,0,2,2,0,0,2,2,100.0,0,1,0,4,4,0,3,16,17,7,0,40,50.0,1,50.0,96,39,1,0,2,1,23,0,0,1,0,0,0,0,0,4,0,0,,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,LB,,
Hugo Bueno,17,es ESP,20,26,0,0,0,0,0,0,0,0,17,1,1,0,0.0,0.0,0.0,0,0,9,13,69.2,0,11,1,0,0,0.0,132,40,6,8,75.0,2,3,66.7,1,2,50.0,0.0,0,0,0,0,11,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,2,50.0,1,0,0,2,0,0,2,6,9,2,0,17,,0,,75,32,0,0,0,1,9,0,0,1,0,0,0,0,1,1,0,0,,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,LB,,
Max Kilman,23,eng ENG,26,90,0,0,0,0,1,0,0,0,49,1,2,0,0.0,0.0,0.0,0,0,33,40,82.5,2,38,0,0,0,1.0,694,273,11,11,100.0,19,19,100.0,3,10,30.0,0.0,0,1,0,0,40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,3,4,0,9,28,18,3,1,49,,0,,186,94,0,0,1,1,32,0,0,1,0,0,0,0,0,6,0,1,0.0,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,CB,,
Craig Dawson,15,eng ENG,33,90,0,0,0,0,1,0,0,0,58,1,1,2,0.1,0.1,0.0,0,0,40,47,85.1,4,40,0,0,0,1.0,892,342,11,11,100.0,24,25,96.0,5,10,50.0,0.0,0,6,0,0,46,1,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,1,1,2,5,0,10,27,28,3,2,58,,0,,158,92,0,0,0,1,40,0,0,1,0,0,0,0,0,4,1,0,100.0,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,CB,,
Nelson Semedo,22,pt POR,29,90,0,0,0,0,1,0,1,0,84,2,2,3,0.1,0.1,0.0,2,0,55,66,83.3,3,47,5,7,6,1.0,800,234,34,35,97.1,17,22,77.3,2,5,40.0,0.1,0,7,3,1,48,17,3,0,1,4,14,0,0,0,0,1,1,1,2,0,0,2,3,66.7,1,1,2,4,3,0,5,27,40,18,2,84,85.7,0,0.0,263,155,2,1,3,2,48,8,0,0,2,0,0,0,0,4,1,1,50.0,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,RB,,
Jose Sa,1,pt POR,30,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,13,26,50.0,0,20,0,0,0,1.0,349,248,4,4,100.0,5,5,100.0,4,17,23.5,0.0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,26,28,0,0,0,28,,0,,125,99,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,True,Wolves Player Stats,Liverpool Player Stats,5.0,2023-2024,GK,,
Cody Gakpo,18,nl NED,24,55,1,0,0,0,3,1,0,0,22,1,0,0,1.1,1.1,0.0,1,0,10,13,76.9,3,16,0,2,1,1.0,120,35,6,7,85.7,4,6,66.7,0,0,,0.0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,50.0,1,0,0,1,0,0,0,4,7,11,5,22,50.0,1,50.0,49,14,0,0,1,1,17,6,0,0,1,0,0,0,0,2,0,2,0.0,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,FW,,
Darwin Nunez,9,uy URU,24,35,0,0,0,0,2,1,0,0,19,1,0,0,0.2,0.2,0.0,3,0,10,16,62.5,2,14,3,1,0,0.0,121,40,7,11,63.6,2,2,100.0,0,1,0.0,0.2,0,1,2,0,15,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,0,3,16,4,19,0.0,1,100.0,121,95,2,2,0,1,14,3,0,1,1,0,0,0,0,2,0,0,,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,FW,,
Diogo Jota,20,pt POR,26,55,0,0,0,0,1,0,0,0,26,1,0,1,0.1,0.1,0.0,2,1,15,19,78.9,0,17,2,3,3,1.0,181,40,12,13,92.3,2,5,40.0,1,1,100.0,0.1,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3,33.3,2,0,1,1,0,0,1,2,11,13,4,26,100.0,0,0.0,90,48,0,1,1,1,21,11,0,0,1,0,0,0,0,2,0,0,,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,LW,RM,
Harvey Elliott,19,eng ENG,20,35,0,0,0,0,3,0,1,0,33,0,0,0,0.1,0.1,0.0,2,0,24,30,80.0,6,17,2,0,0,0.0,386,80,12,13,92.3,9,11,81.8,2,4,50.0,0.1,1,1,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,14,18,3,33,,0,,108,46,1,2,0,0,26,3,0,0,0,0,0,0,0,2,1,0,100.0,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,RM,,
Mohamed Salah,11,eg EGY,31,89,0,2,0,0,1,0,0,0,31,1,0,0,0.2,0.2,1.6,6,2,19,25,76.0,2,19,2,3,0,1.0,281,97,11,15,73.3,8,9,88.9,0,0,,1.5,5,1,1,1,24,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,100.0,0,0,0,1,0,0,0,1,12,18,8,31,0.0,3,100.0,69,20,0,2,1,0,26,12,0,0,1,0,0,0,0,1,1,0,100.0,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,RW,FW,
Ryan Gravenberch,38,nl NED,21,1,0,0,0,0,0,0,0,0,8,1,1,0,0.0,0.0,0.0,0,0,2,3,66.7,0,4,0,3,1,0.0,38,11,0,0,,2,3,66.7,0,0,,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,0,0,2,0,0,0,2,3,4,2,8,33.3,2,66.7,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,RW,,
Curtis Jones,17,eng ENG,22,90,0,0,0,0,0,0,1,0,84,1,1,0,0.0,0.0,0.0,0,0,75,79,94.9,7,56,1,4,2,1.0,1116,233,44,46,95.7,27,29,93.1,3,3,100.0,0.0,0,8,1,0,75,4,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,2,50.0,1,0,0,2,1,0,1,9,56,19,0,84,50.0,2,50.0,175,72,0,0,0,1,71,11,0,0,2,0,0,0,0,4,0,0,,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,LM,CM,
Alexis Mac Allister,10,ar ARG,24,45,0,0,0,0,0,0,1,0,52,3,0,3,0.0,0.0,0.0,2,0,40,46,87.0,5,32,1,0,0,1.0,630,158,22,24,91.7,15,19,78.9,2,2,100.0,0.0,0,5,1,0,45,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,5,60.0,2,1,2,3,0,0,2,8,42,2,0,52,,0,,102,66,1,0,0,1,43,0,0,1,1,0,0,0,0,1,1,0,100.0,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,CM,,
Luis Diaz,7,co COL,26,45,0,0,0,0,3,1,0,0,44,3,0,0,0.3,0.3,0.2,3,0,26,34,76.5,2,22,1,1,0,0.0,365,79,20,22,90.9,3,5,60.0,3,4,75.0,0.5,2,1,1,0,33,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,3,0,3,0.0,3,0,0,3,0,0,0,2,7,35,9,44,0.0,1,100.0,74,21,0,0,3,1,35,7,0,1,0,0,0,0,0,1,1,0,100.0,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,LW,LM,
Dominik Szoboszlai,8,hu HUN,22,90,0,0,0,0,2,1,0,0,114,2,0,4,0.2,0.2,0.0,4,0,82,102,80.4,14,67,2,1,0,1.0,1277,401,47,49,95.9,26,30,86.7,6,16,37.5,0.1,1,15,1,0,96,6,4,0,2,3,0,2,1,1,0,0,2,2,0,2,0,1,3,33.3,2,0,4,2,2,0,4,17,66,32,1,114,0.0,1,100.0,336,241,6,0,1,1,87,3,0,0,2,0,0,0,0,7,1,1,50.0,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,CM,RM,
Andrew Robertson,26,sct SCO,29,90,1,0,0,0,1,1,0,0,101,2,2,0,0.4,0.4,0.2,3,1,83,94,88.3,10,48,3,0,0,1.0,1314,323,40,41,97.6,38,44,86.4,5,8,62.5,0.1,2,9,1,1,81,13,3,0,0,7,8,2,1,1,0,0,1,2,1,1,0,2,3,66.7,1,0,0,4,2,0,4,14,55,33,2,101,,0,,211,132,5,0,1,1,74,7,0,1,0,0,0,0,0,4,1,0,100.0,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,LB,,
Jarrell Quansah,78,eng ENG,20,82,0,0,0,0,0,0,0,0,90,3,2,0,0.0,0.0,0.0,0,0,78,81,96.3,4,65,1,0,0,1.0,1339,545,33,34,97.1,41,43,95.3,3,3,100.0,0.0,0,1,0,0,79,2,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,2,3,66.7,1,0,0,5,5,0,9,33,56,3,0,90,,0,,248,129,1,0,0,0,71,0,0,0,0,0,0,0,0,4,2,2,50.0,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,CB,,
Ibrahima Konate,5,fr FRA,24,8,0,0,0,0,0,0,0,0,19,1,0,0,0.0,0.0,0.2,1,0,17,18,94.4,2,12,0,0,0,0.0,301,110,4,4,100.0,11,11,100.0,1,2,50.0,0.0,1,2,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,100.0,0,0,0,1,1,0,0,8,10,1,0,19,,0,,85,70,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,100.0,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,CB,,
Joel Matip,32,cm CMR,32,90,0,0,0,0,0,0,0,0,111,1,2,1,0.0,0.0,0.0,0,0,89,98,90.8,11,74,2,0,0,1.0,1552,507,34,36,94.4,48,52,92.3,5,7,71.4,0.0,0,9,0,0,97,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,50.0,1,1,0,3,6,0,10,39,69,3,0,111,,0,,454,342,3,0,1,1,79,0,0,0,0,0,0,0,0,13,2,1,66.7,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,CB,,
Joe Gomez,2,eng ENG,26,90,0,0,0,0,0,0,0,0,90,3,1,0,0.0,0.0,0.0,2,0,68,80,85.0,5,48,1,1,0,1.0,1200,260,34,38,89.5,26,31,83.9,7,9,77.8,0.1,1,3,2,2,67,13,0,0,2,6,13,0,0,0,0,0,0,1,3,0,0,1,4,25.0,3,0,0,4,3,0,5,26,44,20,0,90,0.0,1,100.0,158,66,2,0,2,1,55,8,0,0,0,0,0,0,0,10,0,1,0.0,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,RB,,
Alisson,1,br BRA,30,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,1,0,35,40,87.5,0,27,0,0,0,1.0,776,494,10,11,90.9,17,18,94.4,8,11,72.7,0.0,0,1,0,0,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,29,39,1,0,0,40,,0,,122,89,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,,False,Liverpool Player Stats,Wolves Player Stats,5.0,2023-2024,GK,,
Raul Jimenez,7,mx MEX,32,61,0,0,0,0,1,0,0,0,20,0,0,0,0.1,0.1,0.0,0,0,10,13,76.9,0,12,0,0,0,1.0,154,8,6,7,85.7,2,3,66.7,1,1,100.0,0.0,0,0,0,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,2,5,13,3,20,,0,,52,24,0,0,5,1,18,4,0,0,0,0,0,0,0,1,1,3,25.0,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,FW,,
Carlos Vinicius,30,br BRA,28,29,1,0,0,0,1,1,0,0,13,1,0,1,0.3,0.3,0.0,1,0,5,8,62.5,0,5,0,0,0,0.0,41,18,3,4,75.0,1,3,33.3,0,0,,0.0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,1,0,0,0,1,5,7,2,13,,0,,23,1,1,0,2,1,7,2,0,1,0,0,0,0,0,1,0,1,0.0,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,FW,,
Willian,20,br BRA,35,89,0,0,0,0,2,0,0,0,58,2,2,1,0.1,0.1,0.1,4,0,39,45,86.7,7,43,6,5,1,1.0,793,113,14,17,82.4,18,20,90.0,7,8,87.5,0.1,3,3,0,0,44,1,0,0,2,3,1,0,0,0,0,0,0,1,1,0,1,1,2,50.0,1,0,1,4,1,0,1,6,24,29,3,58,20.0,3,60.0,350,145,6,1,2,1,52,13,0,0,2,0,0,0,0,1,0,2,0.0,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,LW,,
Calvin Bassey,3,ng NGA,23,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,0.0,46,5,1,1,100.0,0,1,0.0,1,1,100.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,3,,0,,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,LW,,
Harry Wilson,8,wls WAL,26,80,0,0,0,0,2,1,0,0,50,0,0,0,0.1,0.1,0.1,3,0,40,45,88.9,2,37,0,0,0,1.0,555,80,21,23,91.3,15,17,88.2,1,2,50.0,0.1,1,2,2,0,43,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,25,25,2,50,,0,,166,62,0,0,2,1,46,12,0,1,3,0,0,0,0,3,0,0,,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,RW,,
