player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Kevin De Bruyne,MF,Manchester City,32,1,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,3,0.00,0.00,0.00,0.00,0.00,0.08,0.83,0.91,0.08,0.91,2023,1,0,0.0,4.09,0.00,0.00,,32.2,0,0.02,0.0,0.0,6,10,60.0,142,74,1,2,50.0,4,5,80.0,1,2,50.0,0.2,-0.2,1,0,3,2,8,1,0,0,0,3,0,1,0,0,0,1,0,2,7.83,2,0,0,0,0,0,1,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,0,0,4,8,0,12,0,0,,0,,5,29,25,0,0,0,0,8,22,12.2,22,0,0,,0,3.00,1,0,+1,+4.09,+2.38,0.4,0.1,+0.3,+1.13,-0.04,0,1,0,0,0,0,0,2,0,0,,2
Moussa Diaby,"MF,FW",Aston Villa,24,2,2,149,1.7,1,0,1,1,0,0,0,0,0.6,0.6,0.7,1.3,8,8,11,0.60,0.00,0.60,0.60,0.60,0.36,0.41,0.78,0.36,0.78,2023,6,4,66.7,3.62,2.42,0.17,0.25,15.7,0,0.10,+0.4,+0.4,38,44,86.4,538,107,23,28,82.1,13,13,100.0,1,1,100.0,0.3,-0.7,4,6,4,0,42,2,0,1,0,0,0,0,0,0,0,0,0,7,4.23,7,0,0,0,0,0,1,0.60,1,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,63,0,6,31,26,7,63,4,2,50.0,2,50.0,45,260,157,3,2,6,4,48,75,82.8,75,0,0,,0,1.50,4,4,0,0.00,0.00,3.7,3.4,+0.4,+0.23,-0.70,0,0,1,0,0,0,0,5,0,2,0.0,2
Ruben Dias,DF,Manchester City,26,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,82,87,94.3,1349,384,34,34,100.0,44,46,95.7,2,4,50.0,0.0,0.0,0,3,0,0,85,1,0,0,0,0,1,0,0,0,0,1,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,90,8,39,49,2,0,90,0,0,,0,,60,247,123,0,0,0,0,82,90,50.0,90,1,0,,0,3.00,1,0,+1,+1.00,-2.00,1.0,0.3,+0.7,+0.71,-0.91,0,0,1,0,0,0,0,3,0,0,,2
Luis Diaz,"FW,MF",Liverpool,26,2,2,161,1.8,2,0,2,2,0,0,0,0,1.3,1.3,0.3,1.6,6,5,14,1.12,0.00,1.12,1.12,1.12,0.70,0.19,0.89,0.70,0.89,2023,7,2,28.6,3.91,1.12,0.29,1.00,12.5,0,0.18,+0.7,+0.7,50,60,83.3,829,172,24,28,85.7,18,21,85.7,6,6,100.0,0.3,-0.3,3,3,3,0,60,0,0,0,1,0,0,0,0,0,0,0,1,12,6.71,7,0,1,3,1,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,3,0.0,3,2,0,2,0,1,0,0,75,0,5,23,48,8,75,7,5,71.4,2,28.6,48,234,133,4,2,2,3,62,81,89.4,81,0,0,,0,2.00,4,2,+2,+1.12,+1.12,4.3,2.4,+1.9,+1.08,+2.21,0,4,3,2,0,0,0,6,1,2,33.3,2
Lucas Digne,"DF,FW",Aston Villa,30,2,2,180,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,2,4,21,0.00,0.00,0.00,0.00,0.00,0.01,0.19,0.20,0.01,0.20,2023,1,0,0.0,0.50,0.00,0.00,,14.3,0,0.02,0.0,0.0,99,129,76.7,1460,500,53,59,89.8,40,47,85.1,4,12,33.3,0.2,-0.4,4,4,2,1,107,21,3,0,0,18,14,4,1,3,0,1,5,7,3.50,3,3,0,0,1,0,0,0.00,0,0,0,0,0,0,4,2,3,1,0,3,5,60.0,2,1,0,1,2,6,4,0,147,4,41,59,47,2,147,4,1,25.0,1,25.0,81,316,147,1,0,2,0,93,90,100.0,90,2,0,,0,1.50,5,5,0,0.00,,4.7,4.0,+0.7,+0.35,,0,3,4,0,0,0,0,9,3,1,75.0,2
Issa Diop,DF,Fulham,26,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,8,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,2023,2,0,0.0,1.00,0.00,0.00,,18.3,0,0.06,-0.1,-0.1,142,158,89.9,2610,808,50,56,89.3,85,89,95.5,6,9,66.7,0.0,0.0,0,12,1,0,151,6,6,0,0,0,0,0,0,0,0,1,2,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,2,0,0,2,3,66.7,1,3,2,1,0,2,11,1,175,19,88,84,4,1,175,0,0,,0,,125,704,472,1,0,0,0,130,90,100.0,90,2,0,,0,1.50,1,3,-2,-1.00,,2.0,6.4,-4.4,-2.21,,0,1,0,0,0,0,0,8,3,2,60.0,2
Axel Disasi,DF,Chelsea,25,2,2,180,2.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,2,14,1,0.50,0.00,0.50,0.50,0.50,0.24,0.00,0.24,0.24,0.24,2023,2,1,50.0,1.00,0.50,0.50,1.00,8.2,0,0.24,+0.5,+0.5,187,209,89.5,2946,1034,96,102,94.1,84,89,94.4,6,13,46.2,0.0,0.0,0,14,0,0,204,4,4,0,2,1,0,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,0,2,0,1,1,100.0,0,1,0,1,2,4,4,0,223,16,88,127,8,3,223,0,0,,0,,164,673,418,1,0,2,0,178,90,100.0,90,2,0,,0,0.50,2,4,-2,-1.00,,3.8,3.1,+0.8,+0.39,,0,2,1,0,0,0,0,15,5,0,100.0,2
Ben Doak,FW,Liverpool,17,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,4,4,100.0,45,8,4,4,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,0,2,4,0,6,0,0,,0,,4,7,2,0,0,2,0,4,14,7.8,,0,1,14,1,1.00,0,0,0,0.00,-1.08,0.0,0.0,0.0,+0.24,-0.66,0,0,0,0,0,0,0,1,0,0,,2
Lewis Dobbin,MF,Everton,20,2,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,11,17,64.7,118,5,9,10,90.0,2,5,40.0,0,1,0.0,0.0,0.0,1,0,0,0,15,2,1,0,0,3,1,0,0,0,0,0,1,2,3.40,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,1,0,1,1,2,0,0,30,0,7,9,15,2,30,5,3,60.0,2,40.0,19,155,85,2,1,3,1,17,27,29.4,,0,2,27,0,0.00,0,2,-2,-3.40,-1.27,0.7,1.3,-0.6,-1.09,-0.79,0,0,2,0,0,0,0,3,0,0,,2
Gabriel Dos Santos,DF,Arsenal,25,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,8,62.5,87,6,2,3,66.7,3,3,100.0,0,2,0.0,0.0,0.0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,2,2,0,0,1,2,0,13,5,9,4,0,0,13,0,0,,0,,5,5,3,0,0,0,0,6,13,14.4,,0,2,13,0,3.00,0,0,0,0.00,-1.17,0.2,0.7,-0.5,-1.59,-2.25,0,2,0,0,0,0,0,1,0,1,0.0,2
Abdoulaye Doucoure,"FW,MF",Everton,30,2,2,179,2.0,0,0,0,0,0,0,0,0,0.7,0.7,0.8,1.5,5,5,5,0.00,0.00,0.00,0.00,0.00,0.33,0.42,0.75,0.33,0.75,2023,3,1,33.3,1.51,0.50,0.00,0.00,12.2,0,0.22,-0.7,-0.7,43,53,81.1,599,113,21,26,80.8,17,19,89.5,1,2,50.0,0.1,-0.8,4,2,1,0,51,2,0,0,0,3,0,0,0,0,0,0,1,4,2.01,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,1,4,25.0,3,2,0,2,1,2,0,0,66,0,5,24,37,7,66,4,2,50.0,2,50.0,38,230,129,2,1,3,1,47,90,99.4,90,1,0,,0,0.00,0,5,-5,-2.51,-2.51,3.3,4.4,-1.1,-0.54,-0.54,0,5,0,0,0,0,0,5,1,3,25.0,2
Cheick Doucoure,MF,Crystal Palace,23,2,2,180,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,12,0,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,2023,3,1,33.3,1.50,0.50,0.00,0.00,23.3,0,0.04,-0.1,-0.1,80,95,84.2,1298,464,41,45,91.1,34,42,81.0,5,7,71.4,0.1,-0.1,3,8,3,0,93,2,2,2,0,0,0,0,0,0,0,0,1,8,4.00,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,3,2,0,1,2,2,3,66.7,1,3,0,3,0,3,1,0,116,3,23,64,30,2,116,1,1,100.0,0,0.0,71,274,99,3,0,7,2,87,90,100.0,90,2,0,,0,1.50,1,1,0,0.00,,2.9,2.5,+0.4,+0.18,,0,3,0,0,0,0,0,12,3,2,60.0,2
Alfie Doughty,DF,Luton Town,23,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,6,7,85.7,154,94,2,2,100.0,2,2,100.0,2,3,66.7,0.0,0.0,0,1,1,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,9,2,5,3,1,0,9,0,0,,0,,2,9,6,0,0,0,0,3,27,30.0,,0,1,27,0,0.00,1,3,-2,-6.67,-5.24,1.0,2.5,-1.5,-4.85,-3.31,0,1,0,0,0,0,0,2,1,0,100.0,2
Lewis Dunk,DF,Brighton,31,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,16,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,2023,2,0,0.0,1.00,0.00,0.00,,10.3,0,0.06,-0.1,-0.1,180,198,90.9,3238,1171,67,70,95.7,96,100,96.0,14,22,63.6,0.6,0.0,0,11,0,0,181,15,8,0,1,0,0,0,0,0,0,2,0,3,1.50,2,0,0,1,0,0,1,0.50,1,0,0,0,0,0,4,2,3,1,0,1,3,33.3,2,0,0,0,1,5,3,0,210,19,81,123,8,4,210,0,0,,0,,146,819,500,3,0,2,0,159,90,100.0,90,2,0,,0,3.00,8,2,+6,+3.00,,6.2,3.5,+2.7,+1.34,,0,1,0,0,0,1,0,11,1,1,50.0,2
Jhon Duran,FW,Aston Villa,19,1,0,17,0.2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,1,0,1,5.29,0.00,5.29,5.29,5.29,2.89,0.08,2.97,2.89,2.97,2023,1,1,100.0,5.29,5.29,1.00,1.00,15.8,0,0.55,+0.5,+0.5,7,9,77.8,80,12,4,5,80.0,1,1,100.0,0,0,,0.0,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,10.59,1,0,1,0,0,0,1,5.29,0,0,1,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,12,0,1,9,3,2,12,1,1,100.0,0,0.0,5,30,23,1,1,1,0,7,17,9.4,,0,1,17,0,3.00,1,0,+1,+5.29,+5.85,0.6,0.0,+0.5,+2.78,+2.68,0,0,0,0,0,0,0,1,1,0,100.0,2
Ederson,GK,Manchester City,30,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,101,125,80.8,2754,2064,31,31,100.0,42,44,95.5,28,50,56.0,0.0,-0.1,1,9,1,0,110,15,4,0,1,0,0,0,0,0,0,0,0,2,1.00,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,125,88,124,1,0,0,125,0,0,,0,,80,334,193,0,0,0,0,83,90,100.0,90,2,0,,0,3.00,4,0,+4,+2.00,,2.9,0.6,+2.3,+1.17,,0,0,1,0,0,0,0,7,0,0,,2
Odsonne Edouard,FW,Crystal Palace,25,2,2,180,2.0,1,0,1,1,0,0,0,0,1.4,1.4,0.2,1.7,4,4,12,0.50,0.00,0.50,0.50,0.50,0.72,0.12,0.84,0.72,0.84,2023,10,4,40.0,5.00,2.00,0.10,0.25,10.2,0,0.14,-0.4,-0.4,24,33,72.7,248,45,18,20,90.0,3,6,50.0,0,0,,0.2,-0.2,3,1,1,0,32,1,0,0,0,2,0,0,0,0,0,0,2,8,4.00,5,0,1,1,0,1,0,0.00,0,0,0,0,0,0,3,1,1,0,2,0,2,0.0,2,1,0,1,0,3,3,0,66,3,6,20,42,15,66,7,3,42.9,3,42.9,41,179,97,1,3,9,1,48,90,100.0,90,2,0,,0,1.50,1,1,0,0.00,,2.9,2.5,+0.4,+0.18,,0,4,3,1,0,0,0,3,5,5,50.0,2
John Egan,DF,Sheffield Utd,30,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,2023,1,0,0.0,0.50,0.00,0.00,,9.8,0,0.04,0.0,0.0,43,68,63.2,855,341,10,18,55.6,27,34,79.4,5,14,35.7,0.0,0.0,0,1,1,0,65,2,2,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,2,5,40.0,3,2,1,1,6,8,13,0,95,15,58,30,7,5,95,0,0,,0,,40,163,61,1,0,1,1,46,90,100.0,90,2,0,,0,0.00,1,3,-2,-1.00,,1.0,3.3,-2.3,-1.13,,0,2,0,0,0,0,0,9,9,5,64.3,2
Anthony Elanga,FW,Nott'ham Forest,21,2,0,33,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.7,3,1,2,0.00,2.73,2.73,0.00,2.73,0.09,1.77,1.86,0.09,1.86,2023,1,0,0.0,2.73,0.00,0.00,,21.9,0,0.03,0.0,0.0,7,12,58.3,94,45,5,7,71.4,2,4,50.0,0,1,0.0,0.6,+0.4,2,0,1,0,11,1,0,0,0,1,1,0,0,0,0,0,0,4,10.91,2,0,0,1,1,0,1,2.73,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,0,3,2,13,2,18,2,1,50.0,1,50.0,10,151,109,2,1,1,0,13,17,18.3,,0,2,17,0,1.50,2,0,+2,+5.45,+6.68,1.0,0.7,+0.3,+0.84,+0.27,0,0,1,0,0,0,0,3,0,1,0.0,2
Harvey Elliott,MF,Liverpool,20,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,15,20,75.0,184,43,10,13,76.9,3,3,100.0,1,1,100.0,0.0,0.0,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,25,1,3,10,14,2,25,2,1,50.0,1,50.0,19,63,43,1,0,2,0,17,15,16.1,,0,2,15,0,2.00,0,0,0,0.00,-1.19,0.1,0.8,-0.7,-2.22,-3.65,0,0,0,0,0,0,0,3,0,0,,2
Emerson,DF,Tottenham,24,2,1,93,1.0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,7,8,3,0.97,0.00,0.97,0.97,0.97,0.03,0.00,0.03,0.03,0.03,2023,1,1,100.0,0.97,0.97,1.00,1.00,25.4,0,0.03,+1.0,+1.0,113,125,90.4,1432,268,73,77,94.8,33,35,94.3,1,2,50.0,0.1,0.0,0,7,0,0,116,9,0,0,0,2,9,0,0,0,0,0,4,1,0.97,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,1,0,1,0,1,4,0,138,6,22,59,58,2,138,3,1,33.3,2,66.7,103,461,270,5,1,0,1,106,47,51.7,90,1,1,3,0,2.00,2,2,0,0.00,-2.07,1.3,2.4,-1.1,-1.06,-0.90,0,1,1,0,0,0,0,8,0,0,,2
Wataru Endo,MF,Liverpool,30,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,15,17,88.2,258,113,7,9,77.8,7,7,100.0,1,1,100.0,0.0,0.0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,3.10,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,3,33.3,2,2,0,2,1,2,2,0,25,2,4,19,2,0,25,0,0,,0,,10,48,17,0,0,1,0,17,28,15.6,,0,1,28,0,3.00,0,0,0,0.00,-1.18,0.2,1.1,-0.9,-2.75,-4.28,0,2,0,0,0,0,0,1,0,1,0.0,2
Christian Eriksen,MF,Manchester Utd,31,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,24,32,75.0,399,98,14,16,87.5,8,11,72.7,2,4,50.0,0.0,0.0,0,2,0,0,30,1,1,0,1,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,2,0,1,1,100.0,0,2,1,1,0,2,0,0,39,1,5,21,13,0,39,0,0,,0,,27,150,113,4,0,0,0,26,24,26.7,,0,2,24,0,1.50,1,1,0,0.00,+0.68,1.6,1.6,0.0,+0.03,-0.16,0,1,0,0,0,0,0,5,0,0,,2
Pervis Estupinan,DF,Brighton,25,2,2,180,2.0,1,2,3,1,0,0,2,0,0.3,0.3,2.1,2.4,12,21,16,0.50,1.00,1.50,0.50,1.50,0.17,1.04,1.21,0.17,1.21,2023,5,3,60.0,2.50,1.50,0.20,0.33,16.3,0,0.07,+0.7,+0.7,124,152,81.6,1917,658,65,71,91.5,45,55,81.8,6,14,42.9,0.9,-0.1,8,13,8,2,130,21,7,0,1,10,14,0,0,0,0,1,3,12,6.00,11,0,1,0,0,0,1,0.50,1,0,0,0,0,0,3,2,2,1,0,2,6,33.3,4,2,0,2,1,4,1,0,168,4,25,92,51,10,168,3,1,33.3,1,33.3,111,541,386,6,3,2,1,116,90,100.0,90,2,0,,0,3.00,8,2,+6,+3.00,,6.2,3.5,+2.7,+1.34,,0,4,1,0,0,0,0,10,2,2,50.0,2
Eberechi Eze,MF,Crystal Palace,25,2,2,180,2.0,0,0,0,0,0,0,0,0,0.8,0.8,0.6,1.3,6,8,13,0.00,0.00,0.00,0.00,0.00,0.38,0.29,0.67,0.38,0.67,2023,12,1,8.3,6.00,0.50,0.00,0.00,23.0,2,0.06,-0.8,-0.8,81,98,82.7,1263,331,37,41,90.2,33,35,94.3,7,14,50.0,0.6,-0.6,8,4,3,0,83,15,7,0,0,13,0,6,2,4,0,0,2,16,8.00,3,7,0,3,3,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,1,2,50.0,1,1,0,1,0,1,0,0,129,1,6,49,76,12,129,7,5,71.4,1,14.3,84,375,170,5,3,9,3,100,90,100.0,90,2,0,,0,1.50,1,1,0,0.00,,2.9,2.5,+0.4,+0.18,,0,2,7,0,0,0,0,8,4,5,44.4,2
Evan Ferguson,FW,Brighton,18,2,0,37,0.4,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.0,0,1,1,2.43,0.00,2.43,2.43,2.43,2.34,0.14,2.48,2.34,2.48,2023,3,1,33.3,7.30,2.43,0.33,1.00,10.6,0,0.32,0.0,0.0,8,10,80.0,73,9,7,8,87.5,1,1,100.0,0,0,,0.0,-0.1,1,0,1,0,8,1,0,0,0,0,0,0,0,0,0,1,0,2,4.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,2,1,1,0,0,0,0,21,2,2,9,10,3,21,3,1,33.3,2,66.7,12,54,10,0,0,1,0,14,19,20.6,,0,2,19,0,3.00,2,1,+1,+2.43,-0.71,2.0,1.3,+0.7,+1.72,+0.48,0,3,1,1,0,0,0,2,1,0,100.0,2
Bruno Fernandes,MF,Manchester Utd,28,2,2,180,2.0,0,0,0,0,0,0,1,0,0.9,0.9,1.3,2.2,0,19,14,0.00,0.00,0.00,0.00,0.00,0.43,0.66,1.10,0.43,1.10,2023,7,1,14.3,3.50,0.50,0.00,0.00,21.3,1,0.12,-0.9,-0.9,75,111,67.6,1316,590,36,45,80.0,24,31,77.4,12,24,50.0,1.3,-1.3,7,8,8,1,96,12,3,2,1,12,3,4,0,3,0,3,3,14,7.00,9,3,0,1,0,1,1,0.50,1,0,0,0,0,0,7,3,4,2,1,5,12,41.7,7,3,1,2,2,9,0,0,137,5,25,53,60,6,137,2,1,50.0,1,50.0,71,229,149,2,0,3,2,89,90,100.0,90,2,0,,0,1.50,1,2,-1,-0.50,,4.3,4.0,+0.3,+0.15,,0,1,1,1,0,0,0,12,1,3,25.0,2
Enzo Fernandez,MF,Chelsea,22,2,2,180,2.0,0,0,0,0,0,1,1,0,0.9,0.1,0.5,0.6,8,36,8,0.00,0.00,0.00,0.00,0.00,0.44,0.26,0.70,0.04,0.31,2023,2,0,0.0,1.00,0.00,0.00,,25.4,0,0.04,-0.9,-0.1,187,218,85.8,3241,947,85,89,95.5,71,84,84.5,23,31,74.2,0.5,-0.5,6,27,7,1,202,14,7,5,2,12,1,6,2,1,0,2,4,11,5.50,8,2,0,0,1,0,0,0.00,0,0,0,0,0,0,2,2,0,2,0,1,4,25.0,3,7,1,6,0,2,2,0,236,1,23,132,83,5,235,5,3,60.0,1,20.0,175,806,436,12,1,2,1,202,90,100.0,90,2,0,,0,0.50,2,4,-2,-1.00,,3.8,3.1,+0.8,+0.39,,0,1,3,0,0,0,0,8,1,1,50.0,2
Mark Flekken,GK,Brentford,30,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,67,86,77.9,1807,1163,8,8,100.0,40,40,100.0,19,37,51.4,0.0,0.0,0,3,0,0,72,13,2,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,89,84,88,1,0,0,89,1,0,0.0,1,100.0,64,357,190,0,0,0,0,53,90,100.0,90,2,0,,0,2.00,5,2,+3,+1.50,,5.9,1.7,+4.1,+2.06,,0,0,0,0,0,0,0,3,0,0,,2
Phil Foden,"FW,MF",Manchester City,23,2,2,180,2.0,0,1,1,0,0,0,0,0,0.6,0.6,0.7,1.2,7,16,14,0.00,0.50,0.50,0.00,0.50,0.28,0.33,0.61,0.28,0.61,2023,6,2,33.3,3.00,1.00,0.00,0.00,14.5,0,0.09,-0.6,-0.6,87,104,83.7,1131,276,57,63,90.5,24,26,92.3,2,8,25.0,0.7,+0.3,9,3,5,0,98,6,3,5,0,4,1,2,0,2,0,0,3,13,6.50,12,0,1,0,0,0,1,0.50,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0,119,1,8,55,61,9,119,5,4,80.0,1,20.0,75,466,276,11,2,3,4,98,90,100.0,90,2,0,,0,3.00,4,0,+4,+2.00,,2.9,0.6,+2.3,+1.17,,0,1,5,0,0,0,0,11,0,4,0.0,2
